crash_date,crash_time,borough,on_street,cross_street,contributing_factor,vehicle_type,persons_injured,persons_killed,lat,lon
2022-09-25,19:56:00,BRONX,EAST 149 STREET,BROOK AVENUE,Turning Improperly,Station Wagon/Sport Utility Vehicle,1,0,40.814934,-73.91496
2022-11-26,20:47:00,BRONX,PROSPECT AVENUE,EAST 152 STREET,Unsafe Speed,E-Bike,1,0,40.815075,-73.90347
2022-02-09,17:51:00,BRONX,EAST 148 STREET,3 AVENUE,Brakes Defective,Box Truck,0,0,40.815533,-73.91861
2022-12-17,10:30:00,BRONX,Unknown,Unknown,Unsafe Speed,Van,0,0,40.815536,-73.91642
2022-03-16,10:10:00,BRONX,EAST 152 STREET,CONCORD AVENUE,Unknown,Unknown,1,0,40.81584,-73.90716
2022-02-05,09:50:00,BRONX,WESTCHESTER AVENUE,TRINITY AVENUE,Unspecified,E-Bike,1,0,40.815937,-73.909134
2022-10-01,05:15:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.816093,-73.90843
2022-10-19,14:45:00,BRONX,Unknown,Unknown,Turning Improperly,Sedan,0,0,40.816456,-73.91603
2022-08-03,21:28:00,BRONX,Unknown,Unknown,Unspecified,Taxi,1,0,40.8177,-73.91539
2022-05-30,05:44:00,BRONX,Unknown,Unknown,Passenger Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.819138,-73.912544
2022-03-27,00:25:00,BRONX,EAST 163 STREET,TINTON AVENUE,Turning Improperly,Sedan,0,0,40.822712,-73.903145
2022-02-19,16:35:00,BRONX,EAST 163 STREET,TRINITY AVENUE,Unspecified,Sedan,0,0,40.823334,-73.90574
2022-09-10,12:50:00,BRONX,TINTON AVENUE,EAST 166 STREET,Failure to Yield Right-of-Way,Taxi,0,0,40.826256,-73.90166
2022-09-07,20:30:00,BRONX,EAST 166 STREET,FRANKLIN AVENUE,Backing Unsafely,Sedan,0,0,40.828022,-73.906075
2022-02-05,08:20:00,BRONX,FULTON AVENUE,EAST 166 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.828175,-73.9063
2022-07-08,22:57:00,BRONX,WEBSTER AVENUE,EAST 167 STREET,Driver Inattention/Distraction,Sedan,2,0,40.830738,-73.9105
2022-11-26,09:22:00,BRONX,EAST 169 STREET,TINTON AVENUE,Outside Car Distraction,Taxi,0,0,40.830803,-73.89974
2022-03-16,22:00:00,BRONX,EAST 166 STREET,GRANT AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.830837,-73.9166
2022-05-12,16:47:00,BRONX,GRAND CONCOURSE,EAST 165 STREET,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,5,0,40.83091,-73.92047
2022-06-13,21:21:00,BRONX,EAST 168 STREET,3 AVENUE,Failure to Yield Right-of-Way,Sedan,1,0,40.831055,-73.905846
2022-03-26,20:10:00,BRONX,EAST 168 STREET,3 AVENUE,Unspecified,Sedan,1,0,40.831055,-73.905846
2022-02-23,16:20:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.831097,-73.89963
2022-12-28,16:41:00,BRONX,WASHINGTON AVENUE,EAST 168 STREET,Unspecified,Sedan,0,0,40.831383,-73.906845
2022-06-18,23:34:00,BRONX,EAST 168 STREET,WASHINGTON AVENUE,Turning Improperly,Station Wagon/Sport Utility Vehicle,0,0,40.831383,-73.906845
2022-10-26,12:15:00,BRONX,EAST 168 STREET,PARK AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.831768,-73.90803
2022-01-05,15:56:00,BRONX,COLLEGE AVENUE,EAST 168 STREET,Driver Inattention/Distraction,Bus,0,0,40.83341,-73.91301
2022-04-02,13:20:00,BRONX,PROSPECT AVENUE,BOSTON ROAD,Unspecified,Sedan,1,0,40.83354,-73.89631
2022-06-09,16:30:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.83486,-73.89973
2022-09-01,13:00:00,BRONX,CROTONA PARK SOUTH,FRANKLIN AVENUE,Unspecified,Sedan,0,0,40.835014,-73.89964
2022-03-18,02:25:00,BRONX,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.83539,-73.91083
2022-03-19,13:39:00,BRONX,PARK AVENUE,EAST 170 STREET,Driver Inattention/Distraction,Sedan,3,0,40.835724,-73.90579
2022-07-24,15:56:00,BRONX,PARK AVENUE,EAST 170 STREET,Unspecified,Bike,1,0,40.835724,-73.90579
2022-06-08,12:00:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.83615,-73.904144
2022-08-07,01:36:00,BRONX,WEBSTER AVENUE,EAST 170 STREET,Failure to Yield Right-of-Way,Sedan,2,0,40.83623,-73.90741
2022-11-26,12:10:00,BRONX,GRAND CONCOURSE,EAST 169 STREET,Traffic Control Disregarded,Sedan,3,0,40.83639,-73.91588
2022-06-26,08:00:00,BRONX,GRAND CONCOURSE,EAST 169 STREET,Following Too Closely,Sedan,2,0,40.83639,-73.91588
2022-10-20,08:00:00,BRONX,FINDLAY AVENUE,EAST 170 STREET,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.837124,-73.909645
2022-04-10,07:21:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Bus,3,0,40.837715,-73.907486
2022-03-02,21:20:00,BRONX,GRAND CONCOURSE,EAST 170 STREET,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,2,0,40.83872,-73.91378
2022-06-29,13:26:00,BRONX,GRAND CONCOURSE,EAST 170 STREET,Passing Too Closely,Sedan,0,0,40.83872,-73.91378
2022-10-18,19:04:00,BRONX,3 AVENUE,EAST 171 STREET,Unspecified,Taxi,1,0,40.83717,-73.90197
2022-09-14,15:55:00,BRONX,PARK AVENUE,EAST 171 STREET,Unspecified,Sedan,0,0,40.838017,-73.90452
2022-12-14,18:00:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.83822,-73.90114
2022-02-10,15:07:00,BRONX,Unknown,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.838585,-73.900894
2022-11-08,16:40:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.839394,-73.902374
2022-07-25,06:44:00,BRONX,3 AVENUE,EAST 172 STREET,Unspecified,Sedan,1,0,40.839676,-73.90011
2022-09-06,01:10:00,BRONX,WEBSTER AVENUE,CLAREMONT PARKWAY,Unspecified,Sedan,0,0,40.839767,-73.905396
2022-08-02,04:50:00,BRONX,Unknown,Unknown,Unspecified,FDNY AMBUL,0,0,40.84171,-73.898674
2022-03-25,18:00:00,BRONX,EAST 175 STREET,CLINTON AVENUE,Driver Inexperience,Sedan,0,0,40.842285,-73.89251
2022-12-25,01:34:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Ambulance,0,0,40.842613,-73.89482
2022-09-12,03:51:00,BRONX,MOUNT EDEN PARKWAY,SELWYN AVENUE,Traffic Control Disregarded,Sedan,1,0,40.842964,-73.91045
2022-09-03,23:19:00,BRONX,EAST 173 STREET,WEBSTER AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.843002,-73.90359
2022-07-30,00:00:00,BRONX,EAST 176 STREET,CROSS BRONX EXPRESSWAY,Unspecified,Sedan,0,0,40.843224,-73.891525
2022-11-21,10:35:00,BRONX,CROTONA AVENUE,EAST 176 STREET,Glare,Station Wagon/Sport Utility Vehicle,1,0,40.843822,-73.892494
2022-06-06,12:05:00,BRONX,BATHGATE AVENUE,EAST 175 STREET,Passing Too Closely,PK,0,0,40.84442,-73.8984
2022-02-13,03:40:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.844814,-73.891655
2022-07-19,20:06:00,BRONX,Unknown,Unknown,Other Vehicular,Box Truck,3,0,40.845036,-73.89035
2022-07-24,18:28:00,BRONX,Unknown,Unknown,Passing or Lane Usage Improper,Sedan,0,1,40.84516,-73.89061
2022-03-20,04:42:00,BRONX,HUGHES AVENUE,EAST TREMONT AVENUE,Driver Inattention/Distraction,Sedan,2,0,40.845966,-73.89224
2022-07-21,20:00:00,BRONX,Unknown,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.84618,-73.8927
2022-05-25,07:20:00,BRONX,PARK AVENUE,EAST 176 STREET,Other Vehicular,Station Wagon/Sport Utility Vehicle,2,0,40.846413,-73.90005
2022-07-22,01:30:00,BRONX,EAST TREMONT AVENUE,3 AVENUE,Unsafe Speed,Sedan,0,0,40.846657,-73.89619
2022-05-31,19:00:00,BRONX,Unknown,Unknown,Other Vehicular,Sedan,0,0,40.846916,-73.896065
2022-04-07,19:00:00,BRONX,EAST TREMONT AVENUE,WASHINGTON AVENUE,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.847027,-73.89807
2022-08-02,09:24:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.847343,-73.890785
2022-03-11,14:58:00,BRONX,EAST 180 STREET,CROTONA AVENUE,Turning Improperly,Unknown,1,0,40.848133,-73.88885
2022-09-28,00:49:00,BRONX,MOUNT HOPE PLACE,MONROE AVENUE,Outside Car Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.848396,-73.90605
2022-05-12,22:10:00,BRONX,EAST 180 STREET,ARTHUR AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.849464,-73.891556
2022-10-23,03:00:00,BRONX,Unknown,Unknown,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.85145,-73.89867
2022-04-13,19:25:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.851624,-73.888664
2022-08-08,11:10:00,BRONX,BATHGATE AVENUE,EAST 181 STREET,Driver Inattention/Distraction,Sedan,1,0,40.85189,-73.894325
2022-10-10,08:40:00,BRONX,EAST 180 STREET,PARK AVENUE,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0,0,40.85192,-73.89694
2022-06-25,04:25:00,BRONX,VALENTINE AVENUE,EAST 180 STREET,Unspecified,E-Bike,1,0,40.85252,-73.90002
2022-12-16,14:30:00,BRONX,PARK AVENUE,EAST 181 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.85273,-73.89647
2022-11-19,02:07:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.85283,-73.899895
2022-04-11,07:45:00,BRONX,EAST 181 STREET,VALENTINE AVENUE,Passing Too Closely,Sedan,0,0,40.85407,-73.89932
2022-09-09,18:15:00,BRONX,Unknown,Unknown,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0,0,40.85413,-73.88881
2022-11-12,16:55:00,BRONX,Unknown,Unknown,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.854313,-73.883415
2022-11-12,22:50:00,BRONX,Unknown,Unknown,Driverless/Runaway Vehicle,Sedan,1,0,40.85579,-73.881
2022-09-03,17:16:00,BRONX,EAST 185 STREET,WASHINGTON AVENUE,Traffic Control Disregarded,Sedan,1,0,40.856403,-73.89213
2022-04-01,18:50:00,BRONX,WEBSTER AVENUE,EAST 184 STREET,Aggressive Driving/Road Rage,Sedan,0,0,40.856743,-73.89527
2022-05-18,13:12:00,BRONX,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,Other Vehicular,Sedan,0,0,40.85713,-73.8808
2022-09-30,08:38:00,BRONX,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.85759,-73.88908
2022-07-09,00:10:00,BRONX,EAST FORDHAM ROAD,HUGHES AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.85819,-73.88435
2022-05-18,08:25:00,BRONX,EAST 184 STREET,TIEBOUT AVENUE,Reaction to Uninvolved Vehicle,Sedan,0,0,40.858376,-73.89637
2022-02-28,07:17:00,BRONX,EAST FORDHAM ROAD,ARTHUR AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.858418,-73.88514
2022-07-19,13:45:00,BRONX,EAST FORDHAM ROAD,HOFFMAN STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.85885,-73.885956
2022-10-01,14:31:00,BRONX,WEBSTER AVENUE,EAST 188 STREET,Other Vehicular,Sedan,1,0,40.859875,-73.89323
2022-06-05,02:00:00,BRONX,WEBSTER AVENUE,EAST 188 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.859875,-73.89323
2022-02-07,17:00:00,BRONX,EAST 189 STREET,3 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.860035,-73.89117
2022-12-12,14:20:00,BRONX,MARION AVENUE,EAST 188 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.86028,-73.89405
2022-09-23,00:00:00,BRONX,EAST FORDHAM ROAD,WASHINGTON AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.86038,-73.88889
2022-04-09,18:00:00,BRONX,EAST FORDHAM ROAD,WASHINGTON AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.86038,-73.88889
2022-10-19,11:21:00,BRONX,Unknown,Unknown,Following Too Closely,Sedan,0,0,40.861023,-73.89205
2022-02-15,18:15:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.861103,-73.89173
2022-08-01,14:42:00,BRONX,WEBSTER AVENUE,EAST FORDHAM ROAD,Unspecified,Sedan,1,0,40.8617,-73.89139
2022-08-10,15:00:00,BRONX,EAST 194 STREET,DECATUR AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.863476,-73.89017
2022-02-25,15:30:00,BRONX,VALENTINE AVENUE,EAST 192 STREET,Unspecified,Sedan,0,0,40.86396,-73.8946
2022-05-01,15:30:00,BRONX,Unknown,Unknown,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.865387,-73.89248
2022-11-07,01:00:00,BRONX,Unknown,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.86557,-73.88963
2022-07-01,19:01:00,BRONX,MARION AVENUE,EAST 196 STREET,Driver Inattention/Distraction,Sedan,1,0,40.86581,-73.88922
2022-05-26,17:50:00,BRONX,SOUTHERN BOULEVARD,BEDFORD PARK BOULEVARD,Unspecified,Sedan,0,0,40.86609,-73.88268
2022-12-16,06:00:00,BRONX,EAST 196 STREET,BAINBRIDGE AVENUE,Unsafe Speed,Bike,1,0,40.86661,-73.890366
2022-11-26,16:00:00,BRONX,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.86751,-73.88949
2022-04-21,16:40:00,BRONX,EAST 199 STREET,DECATUR AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,2,0,40.867516,-73.88503
2022-10-13,10:37:00,BRONX,Unknown,Unknown,Unspecified,Box Truck,0,0,40.867886,-73.89139
2022-07-20,17:30:00,BRONX,EAST 198 STREET,POND PLACE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0,0,40.867958,-73.887695
2022-02-20,00:00:00,BRONX,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.87143,-73.88702
2022-12-13,14:58:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,2,0,40.8717,-73.887344
2022-04-15,01:30:00,BRONX,Unknown,Unknown,Fell Asleep,Sedan,0,0,40.875576,-73.88609
2022-05-25,23:15:00,BRONX,SOUTHERN BOULEVARD,LONGWOOD AVENUE,Passing Too Closely,MOPED,2,0,40.81632,-73.89622
2022-02-02,19:35:00,BRONX,BRUCKNER BOULEVARD,TIFFANY STREET,Unspecified,Sedan,2,0,40.817795,-73.89319
2022-10-08,23:40:00,BRONX,Unknown,Unknown,Unsafe Lane Changing,Sedan,1,0,40.81903,-73.8919
2022-01-15,19:59:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.81963,-73.8935
2022-04-03,11:25:00,BRONX,HUNTS POINT AVENUE,BRUCKNER BOULEVARD,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.820187,-73.890686
2022-04-06,12:25:00,BRONX,HUNTS POINT AVENUE,BRUCKNER BOULEVARD,Following Too Closely,Sedan,1,0,40.820187,-73.890686
2022-03-22,16:17:00,BRONX,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.820187,-73.890686
2022-08-09,20:54:00,BRONX,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,Unknown,Unknown,1,0,40.820187,-73.890686
2022-02-17,21:00:00,BRONX,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,Traffic Control Disregarded,Sedan,1,0,40.820187,-73.890686
2022-10-20,16:20:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.820213,-73.90053
2022-07-27,21:10:00,BRONX,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.82097,-73.89242
2022-03-28,16:57:00,BRONX,EAST 163 STREET,SIMPSON STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.820972,-73.892845
2022-04-05,20:50:00,BRONX,FAILE STREET,BRUCKNER BOULEVARD,Unspecified,Sedan,0,0,40.821358,-73.889114
2022-05-14,06:35:00,BRONX,BRUCKNER BOULEVARD,FAILE STREET,Unsafe Speed,Sedan,0,0,40.821358,-73.889114
2022-08-25,18:30:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.822674,-73.90039
2022-05-25,11:42:00,BRONX,Unknown,Unknown,Unsafe Lane Changing,Sedan,0,0,40.822697,-73.886444
2022-08-05,21:23:00,BRONX,Unknown,Unknown,Passing or Lane Usage Improper,Sedan,1,0,40.823566,-73.9
2022-01-24,16:10:00,BRONX,EAST 165 STREET,KELLY STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.82389,-73.89585
2022-03-24,08:20:00,BRONX,Unknown,Unknown,Other Vehicular,Sedan,0,0,40.824223,-73.89889
2022-06-10,07:00:00,BRONX,Unknown,Unknown,Oversized Vehicle,Sedan,0,0,40.824318,-73.90093
2022-03-24,08:16:00,BRONX,WESTCHESTER AVENUE,SOUTHERN BOULEVARD,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.824654,-73.89194
2022-11-05,02:23:00,BRONX,WESTCHESTER AVENUE,SOUTHERN BOULEVARD,Driver Inexperience,Station Wagon/Sport Utility Vehicle,1,0,40.824654,-73.89194
2022-07-22,16:50:00,BRONX,WESTCHESTER AVENUE,SOUTHERN BOULEVARD,Failure to Yield Right-of-Way,Motorcycle,1,0,40.824654,-73.89194
2022-03-01,00:05:00,BRONX,EAST 165 STREET,BRYANT AVENUE,Unspecified,Taxi,0,0,40.82518,-73.88872
2022-01-30,10:09:00,BRONX,Unknown,Unknown,Unspecified,Box Truck,1,0,40.82527,-73.88871
2022-06-24,23:40:00,BRONX,PROSPECT AVENUE,EAST 166 STREET,Unspecified,Sedan,0,0,40.825695,-73.89913
2022-07-03,14:20:00,BRONX,WESTCHESTER AVENUE,FAILE STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.825798,-73.88972
2022-09-10,00:42:00,BRONX,HOME STREET,SOUTHERN BOULEVARD,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.828545,-73.8919
2022-03-05,17:21:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.82895,-73.89191
2022-02-03,05:02:00,BRONX,Unknown,Unknown,Pavement Slippery,Station Wagon/Sport Utility Vehicle,0,0,40.83078,-73.88954
2022-08-11,08:30:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.831448,-73.8902
2022-02-17,08:50:00,BRONX,BOSTON ROAD,BRISTOW STREET,Unspecified,Sedan,0,0,40.834038,-73.89528
2022-12-18,13:00:00,BRONX,BOSTON ROAD,WILKENS AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.834915,-73.894135
2022-08-31,14:18:00,BRONX,CROSS BRONX EXPRESSWAY,ROSEDALE AVENUE,Unspecified,Sedan,0,0,40.835968,-73.87
2022-10-11,00:00:00,BRONX,CROSS BRONX EXPRESSWAY,ROSEDALE AVENUE,Driver Inexperience,Station Wagon/Sport Utility Vehicle,1,0,40.835968,-73.87
2022-06-05,00:00:00,BRONX,Unknown,Unknown,Passing Too Closely,Sedan,1,0,40.83641,-73.86618
2022-12-26,09:30:00,BRONX,EAST 174 STREET,BRYANT AVENUE,Unspecified,Sedan,1,0,40.836475,-73.88512
2022-03-07,21:30:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Bike,1,0,40.836697,-73.88578
2022-08-21,00:46:00,BRONX,EAST 174 STREET,BOSTON ROAD,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.837368,-73.88777
2022-07-25,19:20:00,BRONX,HOE AVENUE,BOSTON ROAD,Driver Inattention/Distraction,Sedan,1,0,40.83829,-73.88624
2022-04-19,00:19:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Taxi,1,0,40.838703,-73.8813
2022-12-27,09:15:00,BRONX,EAST 177 STREET,SHERIDAN BOULEVARD,Driver Inattention/Distraction,Sedan,0,0,40.838844,-73.87817
2022-01-27,06:15:00,BRONX,EAST 177 STREET,DEVOE AVENUE,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.838844,-73.87817
2022-09-18,01:30:00,BRONX,EAST 177 STREET,DEVOE AVENUE,Turning Improperly,Sedan,0,0,40.838844,-73.87817
2022-08-03,00:45:00,BRONX,WYATT STREET,BRONX PARK AVENUE,Traffic Control Disregarded,Sedan,0,0,40.83893,-73.876236
2022-05-23,11:00:00,BRONX,TAYLOR AVENUE,GUERLAIN STREET,Backing Unsafely,Sedan,1,0,40.83924,-73.86668
2022-03-13,12:30:00,BRONX,COMMONWLTH AVENUE,EAST TREMONT AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.8396,-73.86922
2022-12-09,12:12:00,BRONX,VANNEST AVENUE,EAST TREMONT AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.839676,-73.871216
2022-03-21,07:27:00,BRONX,Unknown,Unknown,Other Vehicular,Bus,3,0,40.83971,-73.87212
2022-01-25,10:40:00,BRONX,Unknown,Unknown,Other Vehicular,Motorcycle,0,0,40.84017,-73.88702
2022-07-12,16:37:00,BRONX,EAST TREMONT AVENUE,BEACH AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.84029,-73.86741
2022-12-15,23:28:00,BRONX,Unknown,Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,1,0,40.840775,-73.872894
2022-10-26,11:53:00,BRONX,VANNEST AVENUE,VANBUREN STREET,Turning Improperly,Station Wagon/Sport Utility Vehicle,0,0,40.841175,-73.8701
2022-08-28,04:12:00,BRONX,HONEYWELL AVENUE,EAST TREMONT AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.842266,-73.88476
2022-04-16,12:44:00,BRONX,ELSMERE PLACE,MARMION AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.84269,-73.88737
2022-05-08,19:00:00,BRONX,EAST 178 STREET,MARMION AVENUE,Driver Inattention/Distraction,Taxi,1,0,40.844105,-73.886154
2022-03-30,16:13:00,BRONX,Unknown,Unknown,Other Vehicular,Sedan,0,0,40.844486,-73.88692
2022-12-01,19:30:00,BRONX,Unknown,Unknown,Aggressive Driving/Road Rage,Sedan,0,0,40.84533,-73.882126
2022-11-17,19:35:00,BRONX,Unknown,Unknown,Traffic Control Disregarded,Pick-up Truck,0,0,40.846138,-73.88144
2022-06-24,12:15:00,BRONX,Unknown,Unknown,Turning Improperly,Sedan,0,0,40.83709,-73.83416
2022-01-26,14:15:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.838337,-73.83883
2022-04-16,10:30:00,BRONX,WATERBURY AVENUE,BRUCKNER BOULEVARD,Unspecified,Sedan,0,0,40.838745,-73.82591
2022-08-27,09:16:00,BRONX,FRISBY AVENUE,SAINT PETERS AVENUE,Passing or Lane Usage Improper,Sedan,0,0,40.83981,-73.84649
2022-04-16,06:47:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.840237,-73.837555
2022-02-07,16:42:00,BRONX,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.84126,-73.84091
2022-10-15,03:00:00,BRONX,EAST TREMONT AVENUE,SEDDON STREET,Driver Inattention/Distraction,Taxi,2,0,40.842712,-73.85121
2022-02-16,16:10:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.842903,-73.83896
2022-08-28,03:00:00,BRONX,Unknown,Unknown,Passing or Lane Usage Improper,Pick-up Truck,0,0,40.843887,-73.84419
2022-01-27,15:11:00,BRONX,Unknown,Unknown,Unspecified,Bus,0,0,40.844078,-73.834694
2022-04-28,16:56:00,BRONX,HONE AVENUE,PIERCE AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.845654,-73.852196
2022-11-11,12:25:00,BRONX,Unknown,Unknown,Failure to Yield Right-of-Way,Sedan,0,0,40.84611,-73.85257
2022-02-23,19:34:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.84677,-73.85199
2022-07-21,20:00:00,BRONX,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.847485,-73.82728
2022-02-11,12:05:00,BRONX,EASTCHESTER ROAD,BASSETT AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.847897,-73.844894
2022-12-26,21:12:00,BRONX,PIERCE AVENUE,TENBROECK AVENUE,Unspecified,Sedan,0,0,40.848267,-73.84641
2022-09-13,08:35:00,BRONX,TOMLINSON AVENUE,VANNEST AVENUE,Other Vehicular,Station Wagon/Sport Utility Vehicle,2,0,40.848602,-73.85123
2022-05-10,13:00:00,BRONX,Unknown,Unknown,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0,0,40.848686,-73.84675
2022-11-11,17:10:00,BRONX,MORRIS PARK AVENUE,HONE AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.84882,-73.85467
2022-09-09,18:24:00,BRONX,Unknown,Unknown,Unspecified,Sedan,1,0,40.849297,-73.85359
2022-05-12,18:24:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.85024,-73.83121
2022-11-17,15:40:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.850315,-73.843124
2022-07-05,13:40:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.851196,-73.844734
2022-04-13,15:40:00,BRONX,Unknown,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.851223,-73.85523
2022-04-10,03:05:00,BRONX,Unknown,Unknown,Unspecified,Sedan,0,0,40.85149,-73.85231
2022-01-05,15:10:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.85278,-73.853294
2022-03-28,09:07:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.855488,-73.830734
2022-10-04,15:20:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.856045,-73.84395
2022-05-27,11:30:00,BRONX,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.856327,-73.84392
2022-12-25,10:53:00,BRONX,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.85666,-73.85155
